gene_accession,cipmet0none_S1,cipmet0none_S2,cipmet0none_S3
MEG_2950|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,17.0,0.0
MEG_6105|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6098|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_8100|Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSA|RequiresSNPConfirmation,1281.0,1423.0,0.0
MEG_5245|Drugs|betalactams|Class_D_betalactamases|OXA,41.0,0.0,0.0
MEG_1095|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,78.0,78.0,317.0
MEG_3078|Biocides|Acid_resistance|Acid_resistance_protein|GADB,7393.0,9094.0,8408.0
MEG_6697|Drugs|betalactams|Class_A_betalactamases|TEM,8.0,0.0,0.0
MEG_4343|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,60.0,246.0,138.0
MEG_6359|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,0.0,20.0
MEG_4340|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,75.0,53.0
MEG_3192|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1992|Drugs|betalactams|Class_C_betalactamases|CMY,84.0,98.0,123.0
MEG_7865|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ZUPT,2766.0,3933.0,3703.0
MEG_6962|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERZ,46.0,90.0,78.0
MEG_415|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRS,4136.0,6132.0,5851.0
MEG_6927|Drugs|betalactams|Class_A_betalactamases|TEM,131.0,85.0,180.0
MEG_2445|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|CUID,0.0,0.0,278.0
MEG_2637|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,32.0,0.0,15.0
MEG_8634|Drugs|Lipopeptides|Colistin-resistant_mutant|PMRAR|RequiresSNPConfirmation,4297.0,6144.0,5791.0
MEG_5368|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1636|Drugs|betalactams|Class_A_betalactamases|CBLA,31.0,69.0,53.0
MEG_3974|Drugs|betalactams|Class_C_betalactamases|MIR,30.0,35.0,0.0
MEG_2499|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,21.0,0.0,24.0
MEG_2456|Metals|Copper_resistance|Copper_resistance_protein|CUTC,2924.0,3909.0,4102.0
MEG_6846|Drugs|betalactams|Class_A_betalactamases|TEM,16.0,16.0,25.0
MEG_5362|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_5856|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|QACR,7.0,0.0,0.0
MEG_2452|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CUSR,3809.0,6484.0,5834.0
MEG_2547|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,13.0,0.0,0.0
MEG_3662|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA,1546.0,2077.0,2069.0
MEG_3212|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,5.0,0.0,0.0
MEG_6050|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|RCNR,1735.0,2297.0,2237.0
MEG_7415|Drugs|Glycopeptides|VanB-type_resistance_protein|VANHB,0.0,34.0,0.0
MEG_2024|Metals|Copper_resistance|Copper_resistance_protein|COPA,205.0,242.0,262.0
MEG_7196|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_regulator|TETRM|RequiresSNPConfirmation,18.0,0.0,6.0
MEG_2605|Drugs|betalactams|Class_C_betalactamases|DHA,0.0,26.0,0.0
MEG_2678|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,146.0,229.0,247.0
MEG_7309|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,20.0,123.0,44.0
MEG_6628|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,100.0,102.0,157.0
MEG_1278|Drugs|betalactams|Class_C_betalactamases|BLAEC,635.0,330.0,423.0
MEG_2671|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,169.0,254.0,254.0
MEG_2497|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,0.0,17.0
MEG_1028|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,48.0,66.0,155.0
MEG_3229|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6044|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|RAMA,31.0,108.0,91.0
